flightNumber,date,passengers,maxCapacity
UA5678,2014-09-24,149,216
DL9012,2014-09-24,103,297
WN789,2014-09-24,182,265
AS4567,2014-09-24,153,219
AA1234,2014-09-25,122,250
UA5678,2014-09-25,103,270
DL9012,2014-09-25,117,247
WN789,2014-09-25,127,257
AS4567,2014-09-25,219,215
AA1234,2014-09-26,134,264
UA5678,2014-09-26,184,245
DL9012,2014-09-26,180,233
WN789,2014-09-26,241,216
AS4567,2014-09-26,142,252
AA1234,2014-09-27,232,282
UA5678,2014-09-27,174,217
DL9012,2014-09-27,222,205
WN789,2014-09-27,250,287
AS4567,2014-09-27,188,276
AA1234,2014-09-28,110,249
UA5678,2014-09-28,101,259
DL9012,2014-09-28,224,264
WN789,2014-09-28,222,226
AS4567,2014-09-28,177,245
AA1234,2014-09-29,227,236
UA5678,2014-09-29,240,208
DL9012,2014-09-29,169,271
WN789,2014-09-29,126,279
AS4567,2014-09-29,216,254
AA1234,2014-09-30,232,267
UA5678,2014-09-30,180,294
DL9012,2014-09-30,237,206
WN789,2014-09-30,167,270
AS4567,2014-09-30,105,219
AA1234,2014-10-01,223,205
UA5678,2014-10-01,203,262
DL9012,2014-10-01,188,265
WN789,2014-10-01,159,270
AS4567,2014-10-01,201,240
AA1234,2014-10-02,180,203
UA5678,2014-10-02,163,291
DL9012,2014-10-02,142,234
WN789,2014-10-02,127,215
AS4567,2014-10-02,250,269
AA1234,2014-10-03,104,274
UA5678,2014-10-03,149,290
DL9012,2014-10-03,125,220
WN789,2014-10-03,130,246
AS4567,2014-10-03,148,221
AA1234,2014-10-04,181,257
UA5678,2014-10-04,142,286
DL9012,2014-10-04,187,219
WN789,2014-10-04,162,242
AS4567,2014-10-04,109,272
AA1234,2014-10-05,104,295
UA5678,2014-10-05,132,204
DL9012,2014-10-05,175,263
WN789,2014-10-05,247,200
AS4567,2014-10-05,214,272
AA1234,2014-10-06,186,277
UA5678,2014-10-06,177,258
DL9012,2014-10-06,152,276
WN789,2014-10-06,169,287
AS4567,2014-10-06,248,211
AA1234,2014-10-07,237,251
UA5678,2014-10-07,100,285
DL9012,2014-10-07,207,273
WN789,2014-10-07,149,289
AS4567,2014-10-07,197,263
AA1234,2014-10-08,243,210
UA5678,2014-10-08,173,215
DL9012,2014-10-08,191,206
WN789,2014-10-08,103,235
AS4567,2014-10-08,106,297
AA1234,2014-10-09,174,277
UA5678,2014-10-09,147,238
DL9012,2014-10-09,223,250
WN789,2014-10-09,113,210
AS4567,2014-10-09,121,256
AA1234,2014-10-10,209,291
UA5678,2014-10-10,118,226
DL9012,2014-10-10,247,226
WN789,2014-10-10,193,271
AS4567,2014-10-10,143,214
AA1234,2014-10-11,100,286
UA5678,2014-10-11,232,210
DL9012,2014-10-11,136,237
WN789,2014-10-11,178,208
AS4567,2014-10-11,180,208
AA1234,2014-10-12,109,281
UA5678,2014-10-12,142,296
DL9012,2014-10-12,160,213
WN789,2014-10-12,144,277
AS4567,2014-10-12,112,212
AA1234,2014-10-13,111,279
UA5678,2014-10-13,146,220
DL9012,2014-10-13,161,299
WN789,2014-10-13,149,236
AS4567,2014-10-13,139,203
AA1234,2014-10-14,223,203
UA5678,2014-10-14,214,267
DL9012,2014-10-14,148,240
WN789,2014-10-14,182,224
AS4567,2014-10-14,113,226
AA1234,2014-10-15,211,233
UA5678,2014-10-15,135,223
DL9012,2014-10-15,188,241
WN789,2014-10-15,171,236
AS4567,2014-10-15,145,245
AA1234,2014-10-16,152,264
UA5678,2014-10-16,243,266
DL9012,2014-10-16,231,206
WN789,2014-10-16,107,257
AS4567,2014-10-16,242,217
AA1234,2014-10-17,205,248
UA5678,2014-10-17,243,225
DL9012,2014-10-17,249,280
WN789,2014-10-17,205,237
AS4567,2014-10-17,245,206
AA1234,2014-10-18,135,215
UA5678,2014-10-18,213,277
DL9012,2014-10-18,175,283
WN789,2014-10-18,133,252
AS4567,2014-10-18,109,268
AA1234,2014-10-19,190,216
UA5678,2014-10-19,225,292
DL9012,2014-10-19,229,252
WN789,2014-10-19,190,295
AS4567,2014-10-19,103,252
AA1234,2014-10-20,110,282
UA5678,2014-10-20,192,276
DL9012,2014-10-20,161,252
WN789,2014-10-20,106,235
AS4567,2014-10-20,246,276
AA1234,2014-10-21,222,204
UA5678,2014-10-21,243,216
DL9012,2014-10-21,171,243
WN789,2014-10-21,243,272
AS4567,2014-10-21,202,221
AA1234,2014-10-22,164,296
UA5678,2014-10-22,250,288
DL9012,2014-10-22,167,233
WN789,2014-10-22,110,219
AS4567,2014-10-22,236,264
AA1234,2014-10-23,176,278
UA5678,2014-10-23,104,235
DL9012,2014-10-23,181,202
WN789,2014-10-23,207,228
AS4567,2014-10-23,209,280
AA1234,2014-10-24,139,285
UA5678,2014-10-24,193,239
DL9012,2014-10-24,133,212
WN789,2014-10-24,238,297
AS4567,2014-10-24,202,281
AA1234,2014-10-25,208,247
UA5678,2014-10-25,219,208
DL9012,2014-10-25,217,209
WN789,2014-10-25,170,220
AS4567,2014-10-25,216,210
AA1234,2014-10-26,242,287
UA5678,2014-10-26,243,242
DL9012,2014-10-26,238,266
WN789,2014-10-26,158,276
AS4567,2014-10-26,231,256
AA1234,2014-10-27,187,277
UA5678,2014-10-27,207,233
DL9012,2014-10-27,147,254
WN789,2014-10-27,110,270
AS4567,2014-10-27,156,298
AA1234,2014-10-28,107,225
UA5678,2014-10-28,176,300
DL9012,2014-10-28,217,200
WN789,2014-10-28,174,207
AS4567,2014-10-28,173,218
AA1234,2014-10-29,172,264
UA5678,2014-10-29,100,212
DL9012,2014-10-29,134,214
WN789,2014-10-29,126,257
AS4567,2014-10-29,250,226
AA1234,2014-10-30,202,239
UA5678,2014-10-30,160,227
DL9012,2014-10-30,229,231
WN789,2014-10-30,170,290
AS4567,2014-10-30,139,241
AA1234,2014-10-31,133,266
UA5678,2014-10-31,223,288
DL9012,2014-10-31,159,219
WN789,2014-10-31,243,243
AS4567,2014-10-31,145,257
AA1234,2014-11-01,204,271
UA5678,2014-11-01,111,246
DL9012,2014-11-01,240,265
WN789,2014-11-01,146,224
AS4567,2014-11-01,197,271
AA1234,2014-11-02,162,220
UA5678,2014-11-02,187,269
DL9012,2014-11-02,199,243
WN789,2014-11-02,204,213
AS4567,2014-11-02,160,237
AA1234,2014-11-03,185,249
UA5678,2014-11-03,157,259
DL9012,2014-11-03,128,260
WN789,2014-11-03,105,223
AS4567,2014-11-03,113,234
AA1234,2014-11-04,156,275
UA5678,2014-11-04,170,209
DL9012,2014-11-04,145,285
WN789,2014-11-04,150,254
AS4567,2014-11-04,175,247
AA1234,2014-11-05,101,292
UA5678,2014-11-05,220,217
DL9012,2014-11-05,229,247
WN789,2014-11-05,198,200
AS4567,2014-11-05,226,277
AA1234,2014-11-06,164,268
UA5678,2014-11-06,211,228
DL9012,2014-11-06,178,220
WN789,2014-11-06,239,281
AS4567,2014-11-06,243,291
AA1234,2014-11-07,236,218
UA5678,2014-11-07,122,276
DL9012,2014-11-07,243,263
WN789,2014-11-07,175,218
AS4567,2014-11-07,111,253
AA1234,2014-11-08,189,282
UA5678,2014-11-08,113,232
DL9012,2014-11-08,124,264
WN789,2014-11-08,150,252
AS4567,2014-11-08,201,279
AA1234,2014-11-09,183,221
UA5678,2014-11-09,112,295
DL9012,2014-11-09,211,205
WN789,2014-11-09,168,210
AS4567,2014-11-09,201,295
AA1234,2014-11-10,151,230
UA5678,2014-11-10,178,238
DL9012,2014-11-10,101,295
WN789,2014-11-10,101,218
AS4567,2014-11-10,248,217
AA1234,2014-11-11,113,209
UA5678,2014-11-11,122,209
DL9012,2014-11-11,150,247
WN789,2014-11-11,199,243
AS4567,2014-11-11,229,264
AA1234,2014-11-12,149,223
UA5678,2014-11-12,151,287
DL9012,2014-11-12,248,273
WN789,2014-11-12,239,286
AS4567,2014-11-12,235,292
AA1234,2014-11-13,166,243
UA5678,2014-11-13,233,279
DL9012,2014-11-13,134,236
WN789,2014-11-13,119,297
AS4567,2014-11-13,237,276
AA1234,2014-11-14,137,300
UA5678,2014-11-14,132,297
DL9012,2014-11-14,120,283
WN789,2014-11-14,177,212
AS4567,2014-11-14,230,208
AA1234,2014-11-15,201,225
UA5678,2014-11-15,182,280
DL9012,2014-11-15,146,200
WN789,2014-11-15,142,231
AS4567,2014-11-15,160,205
AA1234,2014-11-16,130,282
UA5678,2014-11-16,173,283
DL9012,2014-11-16,233,297
WN789,2014-11-16,142,293
AS4567,2014-11-16,177,228
AA1234,2014-11-17,233,253
UA5678,2014-11-17,235,272
DL9012,2014-11-17,163,243
WN789,2014-11-17,172,275
AS4567,2014-11-17,150,229
AA1234,2014-11-18,147,285
UA5678,2014-11-18,178,293
DL9012,2014-11-18,133,224
WN789,2014-11-18,192,296
AS4567,2014-11-18,150,270
AA1234,2014-11-19,120,218
UA5678,2014-11-19,150,281
DL9012,2014-11-19,223,296
WN789,2014-11-19,207,219
AS4567,2014-11-19,100,287
AA1234,2014-11-20,162,234
UA5678,2014-11-20,174,212
DL9012,2014-11-20,164,239
WN789,2014-11-20,136,281
AS4567,2014-11-20,182,209
AA1234,2014-11-21,225,241
UA5678,2014-11-21,122,271
DL9012,2014-11-21,205,229
WN789,2014-11-21,100,245
AS4567,2014-11-21,237,231
AA1234,2014-11-22,119,216
UA5678,2014-11-22,183,267
DL9012,2014-11-22,194,267
WN789,2014-11-22,111,287
AS4567,2014-11-22,148,216
AA1234,2014-11-23,133,220
UA5678,2014-11-23,135,255
DL9012,2014-11-23,205,281
WN789,2014-11-23,142,253
AS4567,2014-11-23,118,217
AA1234,2014-11-24,152,244
UA5678,2014-11-24,111,229
DL9012,2014-11-24,147,239
WN789,2014-11-24,190,277
AS4567,2014-11-24,151,291
AA1234,2014-11-25,148,221
UA5678,2014-11-25,134,242
DL9012,2014-11-25,133,277
WN789,2014-11-25,191,281
AS4567,2014-11-25,125,299
AA1234,2014-11-26,150,267
UA5678,2014-11-26,150,252
DL9012,2014-11-26,237,240
WN789,2014-11-26,198,215
AS4567,2014-11-26,165,240
AA1234,2014-11-27,174,231
UA5678,2014-11-27,228,262
DL9012,2014-11-27,147,288
WN789,2014-11-27,140,226
AS4567,2014-11-27,113,270
AA1234,2014-11-28,250,248
UA5678,2014-11-28,133,262
DL9012,2014-11-28,161,204
WN789,2014-11-28,191,211
AS4567,2014-11-28,247,221
AA1234,2014-11-29,116,229
UA5678,2014-11-29,106,285
DL9012,2014-11-29,209,287
WN789,2014-11-29,108,275
AS4567,2014-11-29,170,285
AA1234,2014-11-30,125,295
UA5678,2014-11-30,203,268
DL9012,2014-11-30,146,249
WN789,2014-11-30,230,294
AS4567,2014-11-30,146,211
AA1234,2014-12-01,231,254
UA5678,2014-12-01,153,278
DL9012,2014-12-01,114,267
WN789,2014-12-01,178,243
AS4567,2014-12-01,203,223
AA1234,2014-12-02,202,253
UA5678,2014-12-02,235,232
DL9012,2014-12-02,161,202
WN789,2014-12-02,215,283
AS4567,2014-12-02,188,219
AA1234,2014-12-03,110,255
UA5678,2014-12-03,193,230
DL9012,2014-12-03,213,225
WN789,2014-12-03,227,243
AS4567,2014-12-03,227,205
AA1234,2014-12-04,137,290
UA5678,2014-12-04,119,298
DL9012,2014-12-04,159,271
WN789,2014-12-04,231,227
AS4567,2014-12-04,141,255
AA1234,2014-12-05,119,267
UA5678,2014-12-05,120,240
DL9012,2014-12-05,115,265
WN789,2014-12-05,132,226
AS4567,2014-12-05,161,239
AA1234,2014-12-06,206,258
UA5678,2014-12-06,173,282
DL9012,2014-12-06,146,217
WN789,2014-12-06,217,237
AS4567,2014-12-06,126,294
AA1234,2014-12-07,179,246
UA5678,2014-12-07,183,273
DL9012,2014-12-07,223,202
WN789,2014-12-07,182,205
AS4567,2014-12-07,196,226
AA1234,2014-12-08,151,265
UA5678,2014-12-08,137,257
DL9012,2014-12-08,184,300
WN789,2014-12-08,222,292
AS4567,2014-12-08,154,300
AA1234,2014-12-09,181,297
UA5678,2014-12-09,195,260
DL9012,2014-12-09,232,237
WN789,2014-12-09,161,289
AS4567,2014-12-09,130,296
AA1234,2014-12-10,134,258
UA5678,2014-12-10,179,265
DL9012,2014-12-10,194,285
WN789,2014-12-10,185,201
AS4567,2014-12-10,103,227
AA1234,2014-12-11,145,257
UA5678,2014-12-11,224,264
DL9012,2014-12-11,248,280
WN789,2014-12-11,201,290
AS4567,2014-12-11,214,221
AA1234,2014-12-12,243,292
UA5678,2014-12-12,193,273
DL9012,2014-12-12,239,219
WN789,2014-12-12,241,250
AS4567,2014-12-12,174,201
AA1234,2014-12-13,130,290
UA5678,2014-12-13,169,201
DL9012,2014-12-13,209,213
WN789,2014-12-13,213,252
AS4567,2014-12-13,140,216
AA1234,2014-12-14,242,261
UA5678,2014-12-14,113,264
DL9012,2014-12-14,147,282
WN789,2014-12-14,163,272
AS4567,2014-12-14,171,274
AA1234,2014-12-15,119,264
UA5678,2014-12-15,141,238
DL9012,2014-12-15,125,226
WN789,2014-12-15,167,294
AS4567,2014-12-15,220,236
AA1234,2014-12-16,219,300
UA5678,2014-12-16,134,248
DL9012,2014-12-16,137,236
WN789,2014-12-16,209,234
AS4567,2014-12-16,135,211
AA1234,2014-12-17,202,245
UA5678,2014-12-17,216,200
DL9012,2014-12-17,107,277
WN789,2014-12-17,121,243
AS4567,2014-12-17,189,262
AA1234,2014-12-18,220,249
UA5678,2014-12-18,218,214
DL9012,2014-12-18,223,206
WN789,2014-12-18,219,267
AS4567,2014-12-18,171,216
AA1234,2014-12-19,151,300
UA5678,2014-12-19,172,247
DL9012,2014-12-19,232,213
WN789,2014-12-19,248,222
AS4567,2014-12-19,233,246
AA1234,2014-12-20,181,249
UA5678,2014-12-20,171,264
DL9012,2014-12-20,188,269
WN789,2014-12-20,195,205
AS4567,2014-12-20,243,248
AA1234,2014-12-21,200,215
UA5678,2014-12-21,158,285
DL9012,2014-12-21,120,211
WN789,2014-12-21,159,283
AS4567,2014-12-21,127,288
AA1234,2014-12-22,145,212
UA5678,2014-12-22,142,254
DL9012,2014-12-22,127,269
WN789,2014-12-22,226,291
AS4567,2014-12-22,238,219
AA1234,2014-12-23,225,297
UA5678,2014-12-23,102,225
DL9012,2014-12-23,102,243
WN789,2014-12-23,140,264
AS4567,2014-12-23,155,290
AA1234,2014-12-24,245,208
UA5678,2014-12-24,122,224
DL9012,2014-12-24,140,254
WN789,2014-12-24,113,279
AS4567,2014-12-24,125,272
AA1234,2014-12-25,178,281
UA5678,2014-12-25,237,253
DL9012,2014-12-25,182,234
WN789,2014-12-25,180,210
AS4567,2014-12-25,176,213
AA1234,2014-12-26,244,255
UA5678,2014-12-26,137,271
DL9012,2014-12-26,236,243
WN789,2014-12-26,250,246
AS4567,2014-12-26,114,238
AA1234,2014-12-27,108,237
UA5678,2014-12-27,106,279
DL9012,2014-12-27,123,227
WN789,2014-12-27,160,225
AS4567,2014-12-27,181,258
AA1234,2014-12-28,182,255
UA5678,2014-12-28,211,240
DL9012,2014-12-28,190,287
WN789,2014-12-28,170,255
AS4567,2014-12-28,199,240
AA1234,2014-12-29,180,294
UA5678,2014-12-29,120,264
DL9012,2014-12-29,208,218
WN789,2014-12-29,211,232
AS4567,2014-12-29,160,249
AA1234,2014-12-30,193,294
UA5678,2014-12-30,138,264
DL9012,2014-12-30,233,259
WN789,2014-12-30,180,203
AS4567,2014-12-30,154,252
AA1234,2014-12-31,111,293
UA5678,2014-12-31,154,280
DL9012,2014-12-31,128,209
WN789,2014-12-31,190,253
AS4567,2014-12-31,133,232
AA1234,2015-01-01,113,273
UA5678,2015-01-01,162,298
DL9012,2015-01-01,202,291
WN789,2015-01-01,192,224
AS4567,2015-01-01,213,271
AA1234,2015-01-02,230,290
UA5678,2015-01-02,212,218
DL9012,2015-01-02,205,291
WN789,2015-01-02,154,298
AS4567,2015-01-02,148,255
AA1234,2015-01-03,208,284
UA5678,2015-01-03,214,236
DL9012,2015-01-03,157,256
WN789,2015-01-03,238,270
AS4567,2015-01-03,219,291
AA1234,2015-01-04,139,254
UA5678,2015-01-04,127,283
DL9012,2015-01-04,182,243
WN789,2015-01-04,131,276
AS4567,2015-01-04,187,256
AA1234,2015-01-05,217,213
UA5678,2015-01-05,178,227
DL9012,2015-01-05,235,244
WN789,2015-01-05,142,294
AS4567,2015-01-05,239,267
AA1234,2015-01-06,217,250
UA5678,2015-01-06,106,279
DL9012,2015-01-06,228,207
WN789,2015-01-06,193,254
AS4567,2015-01-06,215,262
AA1234,2015-01-07,189,266
UA5678,2015-01-07,189,277
DL9012,2015-01-07,190,262
WN789,2015-01-07,241,258
AS4567,2015-01-07,200,269
AA1234,2015-01-08,227,278
UA5678,2015-01-08,137,300
DL9012,2015-01-08,151,213
WN789,2015-01-08,144,203
AS4567,2015-01-08,142,276
AA1234,2015-01-09,102,200
UA5678,2015-01-09,175,293
DL9012,2015-01-09,204,285
WN789,2015-01-09,179,293
AS4567,2015-01-09,197,276
AA1234,2015-01-10,147,296
UA5678,2015-01-10,155,245
DL9012,2015-01-10,122,247
WN789,2015-01-10,178,278
AS4567,2015-01-10,117,286
AA1234,2015-01-11,109,291
UA5678,2015-01-11,117,214
DL9012,2015-01-11,141,268
WN789,2015-01-11,208,246
AS4567,2015-01-11,231,278
AA1234,2015-01-12,226,209
UA5678,2015-01-12,218,288
DL9012,2015-01-12,138,222
WN789,2015-01-12,229,241
AS4567,2015-01-12,227,292
AA1234,2015-01-13,166,277
UA5678,2015-01-13,242,268
DL9012,2015-01-13,175,276
WN789,2015-01-13,229,268
AS4567,2015-01-13,130,215
AA1234,2015-01-14,150,255
UA5678,2015-01-14,110,287
DL9012,2015-01-14,106,237
WN789,2015-01-14,144,280
AS4567,2015-01-14,129,257
AA1234,2015-01-15,130,287
UA5678,2015-01-15,221,281
DL9012,2015-01-15,178,298
WN789,2015-01-15,243,212
AS4567,2015-01-15,156,300
AA1234,2015-01-16,163,230
UA5678,2015-01-16,113,229
DL9012,2015-01-16,195,246
WN789,2015-01-16,161,269
AS4567,2015-01-16,165,248
AA1234,2015-01-17,100,269
UA5678,2015-01-17,140,280
DL9012,2015-01-17,147,246
WN789,2015-01-17,157,290
AS4567,2015-01-17,134,297
AA1234,2015-01-18,236,291
UA5678,2015-01-18,178,243
DL9012,2015-01-18,232,229
WN789,2015-01-18,183,267
AS4567,2015-01-18,109,282
AA1234,2015-01-19,245,224
UA5678,2015-01-19,187,230
DL9012,2015-01-19,184,295
WN789,2015-01-19,218,222
AS4567,2015-01-19,224,204
AA1234,2015-01-20,150,227
UA5678,2015-01-20,158,252
DL9012,2015-01-20,116,293
WN789,2015-01-20,239,235
AS4567,2015-01-20,167,232
AA1234,2015-01-21,177,205
UA5678,2015-01-21,122,205
DL9012,2015-01-21,176,214
WN789,2015-01-21,143,236
AS4567,2015-01-21,126,221
AA1234,2015-01-22,111,241
UA5678,2015-01-22,131,270
DL9012,2015-01-22,169,201
WN789,2015-01-22,205,244
AS4567,2015-01-22,226,233
AA1234,2015-01-23,194,265
UA5678,2015-01-23,183,251
DL9012,2015-01-23,115,290
WN789,2015-01-23,247,268
AS4567,2015-01-23,218,287
AA1234,2015-01-24,213,212
UA5678,2015-01-24,211,291
DL9012,2015-01-24,145,216
WN789,2015-01-24,246,291
AS4567,2015-01-24,236,291
AA1234,2015-01-25,223,201
UA5678,2015-01-25,158,255
DL9012,2015-01-25,106,298
WN789,2015-01-25,245,275
AS4567,2015-01-25,163,280
AA1234,2015-01-26,238,205
UA5678,2015-01-26,242,257
DL9012,2015-01-26,206,238
WN789,2015-01-26,218,279
AS4567,2015-01-26,200,298
AA1234,2015-01-27,106,260
UA5678,2015-01-27,120,236
DL9012,2015-01-27,177,222
WN789,2015-01-27,122,285
AS4567,2015-01-27,194,221
AA1234,2015-01-28,170,202
UA5678,2015-01-28,131,256
DL9012,2015-01-28,249,236
WN789,2015-01-28,117,248
AS4567,2015-01-28,222,231
AA1234,2015-01-29,195,260
UA5678,2015-01-29,134,286
DL9012,2015-01-29,153,283
WN789,2015-01-29,248,240
AS4567,2015-01-29,132,235
AA1234,2015-01-30,145,282
UA5678,2015-01-30,237,277
DL9012,2015-01-30,103,279
WN789,2015-01-30,146,282
AS4567,2015-01-30,163,292
AA1234,2015-01-31,193,220
UA5678,2015-01-31,163,214
DL9012,2015-01-31,138,256
WN789,2015-01-31,161,230
AS4567,2015-01-31,249,229
AA1234,2015-02-01,180,299
UA5678,2015-02-01,196,211
DL9012,2015-02-01,213,264
WN789,2015-02-01,164,253
AS4567,2015-02-01,195,220
AA1234,2015-02-02,171,298
UA5678,2015-02-02,223,252
DL9012,2015-02-02,228,277
WN789,2015-02-02,212,262
AS4567,2015-02-02,219,282
AA1234,2015-02-03,193,218
UA5678,2015-02-03,171,264
DL9012,2015-02-03,161,298
WN789,2015-02-03,130,219
AS4567,2015-02-03,236,258
AA1234,2015-02-04,146,295
UA5678,2015-02-04,223,251
DL9012,2015-02-04,188,208
WN789,2015-02-04,187,240
AS4567,2015-02-04,249,234
AA1234,2015-02-05,198,238
UA5678,2015-02-05,237,216
DL9012,2015-02-05,205,273
WN789,2015-02-05,233,275
AS4567,2015-02-05,219,255
AA1234,2015-02-06,100,258
UA5678,2015-02-06,106,233
DL9012,2015-02-06,187,208
WN789,2015-02-06,213,223
AS4567,2015-02-06,177,225
AA1234,2015-02-07,198,265
UA5678,2015-02-07,116,252
DL9012,2015-02-07,192,247
WN789,2015-02-07,147,231
AS4567,2015-02-07,189,254
AA1234,2015-02-08,100,255
UA5678,2015-02-08,145,297
DL9012,2015-02-08,225,258
WN789,2015-02-08,243,217
AS4567,2015-02-08,224,210
AA1234,2015-02-09,198,229
UA5678,2015-02-09,143,281
DL9012,2015-02-09,126,294
WN789,2015-02-09,137,300
AS4567,2015-02-09,211,256
AA1234,2015-02-10,193,285
UA5678,2015-02-10,107,214
DL9012,2015-02-10,118,290
WN789,2015-02-10,175,245
AS4567,2015-02-10,126,261
AA1234,2015-02-11,183,283
UA5678,2015-02-11,151,246
DL9012,2015-02-11,236,243
WN789,2015-02-11,190,202
AS4567,2015-02-11,132,259
AA1234,2015-02-12,213,251
UA5678,2015-02-12,158,248
DL9012,2015-02-12,247,258
WN789,2015-02-12,170,215
AS4567,2015-02-12,124,232
AA1234,2015-02-13,102,204
UA5678,2015-02-13,159,289
DL9012,2015-02-13,155,258
WN789,2015-02-13,242,283
AS4567,2015-02-13,249,236
AA1234,2015-02-14,123,278
UA5678,2015-02-14,207,247
DL9012,2015-02-14,216,241
WN789,2015-02-14,181,205
AS4567,2015-02-14,212,208
AA1234,2015-02-15,154,236
UA5678,2015-02-15,139,221
DL9012,2015-02-15,203,228
WN789,2015-02-15,146,269
AS4567,2015-02-15,207,288
AA1234,2015-02-16,208,291
UA5678,2015-02-16,175,259
DL9012,2015-02-16,146,257
WN789,2015-02-16,145,205
AS4567,2015-02-16,191,227
AA1234,2015-02-17,240,278
UA5678,2015-02-17,167,287
DL9012,2015-02-17,122,222
WN789,2015-02-17,152,211
AS4567,2015-02-17,203,264
AA1234,2015-02-18,177,259
UA5678,2015-02-18,134,210
DL9012,2015-02-18,101,233
WN789,2015-02-18,106,272
AS4567,2015-02-18,202,262
AA1234,2015-02-19,165,267
UA5678,2015-02-19,192,299
DL9012,2015-02-19,110,277
WN789,2015-02-19,167,200
AS4567,2015-02-19,100,284
AA1234,2015-02-20,219,299
UA5678,2015-02-20,206,259
DL9012,2015-02-20,248,279
WN789,2015-02-20,232,241
AS4567,2015-02-20,197,226
AA1234,2015-02-21,133,261
UA5678,2015-02-21,180,242
DL9012,2015-02-21,208,266
WN789,2015-02-21,199,266
AS4567,2015-02-21,205,221
AA1234,2015-02-22,110,275
UA5678,2015-02-22,142,222
DL9012,2015-02-22,200,272
WN789,2015-02-22,127,238
AS4567,2015-02-22,175,214
AA1234,2015-02-23,154,280
UA5678,2015-02-23,143,202
DL9012,2015-02-23,220,207
WN789,2015-02-23,195,250
AS4567,2015-02-23,162,201
AA1234,2015-02-24,211,297
UA5678,2015-02-24,190,258
DL9012,2015-02-24,115,203
WN789,2015-02-24,100,272
AS4567,2015-02-24,230,249
AA1234,2015-02-25,216,284
UA5678,2015-02-25,167,280
DL9012,2015-02-25,245,294
WN789,2015-02-25,103,229
AS4567,2015-02-25,231,266
AA1234,2015-02-26,139,262
UA5678,2015-02-26,171,221
DL9012,2015-02-26,242,249
WN789,2015-02-26,135,262
AS4567,2015-02-26,115,266
AA1234,2015-02-27,110,202
UA5678,2015-02-27,122,210
DL9012,2015-02-27,158,275
WN789,2015-02-27,187,247
AS4567,2015-02-27,157,223
AA1234,2015-02-28,171,277
UA5678,2015-02-28,217,236
DL9012,2015-02-28,156,206
WN789,2015-02-28,112,213
AS4567,2015-02-28,179,267
AA1234,2015-03-01,143,229
UA5678,2015-03-01,223,292
DL9012,2015-03-01,204,298
WN789,2015-03-01,183,272
AS4567,2015-03-01,113,257
AA1234,2015-03-02,184,299
UA5678,2015-03-02,196,200
